Title,Subtitles,Author,Category,Goal Amount,Current Amount,Image,Video,Is_Top,Is Recommended,Start Date,End Date,Creation Date,Content,Tags
Virtual Reality Fitness: Work Out at Home,Creating opportunities for young and talented creatives.,Ricardo Alexander,Community,834392,4045270,Images/Virtual Reality Fitness: Work Out at Home_663.png,,True,True,2024-08-01,2024-10-04,2024-09-13,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Family', 'Health']"
A Portable Water Purifier for Everyone,"Clean water on the go, for any adventure.",David Marsh,Film,4851644,7322856,Images/A Portable Water Purifier for Everyone_664.png,,True,False,2024-02-17,2024-10-08,2024-09-05,"Meet the AI assistant that’s smarter, faster, and more intuitive than ever. Our goal is to make AI accessible for every home, helping users stay productive and organized like never before.","['Community', 'Education']"
Solar-Powered Charger for the Future,Bridging the gap between knowledge and access.,Jaime Ramos,Tech,7863190,9870938,Images/Solar-Powered Charger for the Future_665.png,,False,False,2024-04-27,2024-10-07,2024-09-08,"Our wearable tech is designed to track vital signs and give real-time health insights. With AI-powered data analysis, you’ll have personalized health advice at your fingertips. Let’s make preventative healthcare more accessible!","['Publishing', 'Charity']"
Reusable Masks to Protect the Planet,Creating opportunities for young and talented creatives.,Virginia Chen,Art,5338946,989094,Images/Reusable Masks to Protect the Planet_666.png,,True,True,2024-07-02,2024-09-19,2024-09-08,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Animals', 'Events']"
Solar-Powered Charger for the Future,"Clean water on the go, for any adventure.",David Davis,Sports,2018754,1245832,Images/Solar-Powered Charger for the Future_667.png,,True,False,2024-04-05,2024-09-20,2024-09-08,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Music', 'Environment']"
Crowdfunding Cancer Research Breakthroughs,Giving every child a chance to succeed.,Mary Hall,Events,9042961,2941685,Images/Crowdfunding Cancer Research Breakthroughs_668.png,,False,False,2024-06-29,2024-10-03,2024-09-03,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Fashion', 'Photography']"
Virtual Reality Fitness: Work Out at Home,"Interactive, fun, and effective – promoting healthy habits.",Elizabeth Mcconnell,Health,5201469,2086757,Images/Virtual Reality Fitness: Work Out at Home_669.png,,False,False,2024-01-29,2024-10-09,2024-09-08,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Fashion', 'Travel']"
Yoga Mat with Built-in Guidance System,"Smart, efficient, and affordable home protection.",Timothy Hernandez,Charity,2759451,3262116,Images/Yoga Mat with Built-in Guidance System_670.png,,False,False,2024-05-19,2024-09-25,2024-09-04,"Meet the AI assistant that’s smarter, faster, and more intuitive than ever. Our goal is to make AI accessible for every home, helping users stay productive and organized like never before.","['Environment', 'Family']"
Affordable Hearing Aids for All,"Clean water on the go, for any adventure.",Kenneth Phillips,Health,9336731,7720079,Images/Affordable Hearing Aids for All_671.png,,True,False,2024-02-22,2024-10-05,2024-09-06,"Meet the AI assistant that’s smarter, faster, and more intuitive than ever. Our goal is to make AI accessible for every home, helping users stay productive and organized like never before.","['Film', 'Publishing']"
Virtual Reality Fitness: Work Out at Home,"Smart, efficient, and affordable home protection.",Virginia Robertson,Sports,4784923,8518963,Images/Virtual Reality Fitness: Work Out at Home_672.png,,False,True,2024-04-05,2024-10-04,2024-09-13,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Gaming', 'Fashion']"
Solar-Powered Charger for the Future,"Building the future with science, technology, engineering, and math.",Antonio Moore,Film,57987,6011306,Images/Solar-Powered Charger for the Future_673.png,,False,False,2024-07-27,2024-09-19,2024-09-13,"Clean water is a basic human right, yet millions still lack access. We’ve created a compact water purifier that fits in your backpack and provides safe, drinkable water anywhere. Join us in solving the world’s water crisis.","['Photography', 'Tech']"
Innovative Home Security: Stay Safe,Bringing cutting-edge technology to your fingertips.,Robert Parker,Animals,915313,8430148,Images/Innovative Home Security: Stay Safe_674.png,,False,False,2024-09-09,2024-09-25,2024-09-11,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Fashion', 'Food']"
Cutting-Edge Robotics for All Ages,"Preserving the past, for the future.",Kelly Hall,Tech,7990534,5646133,Images/Cutting-Edge Robotics for All Ages_675.png,,True,False,2024-04-29,2024-09-23,2024-09-02,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Tech', 'Food']"
Build the World’s Smartest Smartwatch,"Track, analyze, and improve your health seamlessly.",Kristie Sanders,Family,4432263,5881760,Images/Build the World’s Smartest Smartwatch_676.png,,False,True,2024-01-23,2024-10-07,2024-09-06,"Clean water is a basic human right, yet millions still lack access. We’ve created a compact water purifier that fits in your backpack and provides safe, drinkable water anywhere. Join us in solving the world’s water crisis.","['Sports', 'Photography']"
Solar-Powered Charger for the Future,Bringing cutting-edge technology to your fingertips.,Monique Mcguire,Health,9119836,8271581,Images/Solar-Powered Charger for the Future_677.png,,False,True,2024-04-07,2024-09-20,2024-09-11,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Travel', 'Publishing']"
Plant-Based Supplements for Optimal Health,"Track, analyze, and improve your health seamlessly.",Andrew Solis,Events,2266003,9356295,Images/Plant-Based Supplements for Optimal Health_678.png,,True,True,2024-09-03,2024-09-27,2024-09-07,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Art', 'Animals']"
Solar-Powered Charger for the Future,"Harness the power of the sun, anywhere, anytime.",Jeffrey Medina,Food,2002106,1610236,Images/Solar-Powered Charger for the Future_679.png,,True,False,2024-06-21,2024-09-16,2024-09-03,"Meet the AI assistant that’s smarter, faster, and more intuitive than ever. Our goal is to make AI accessible for every home, helping users stay productive and organized like never before.","['Publishing', 'Publishing']"
Fight Childhood Obesity with Our App,"Harness the power of the sun, anywhere, anytime.",Christopher Gordon,Health,4936851,1021551,Images/Fight Childhood Obesity with Our App_680.png,,False,True,2024-01-03,2024-09-24,2024-09-02,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Health', 'Business']"
Build the World’s Smartest Smartwatch,Bridging the gap between knowledge and access.,Tina Stewart,Charity,3905870,2823276,Images/Build the World’s Smartest Smartwatch_681.png,,True,False,2024-02-03,2024-10-09,2024-09-04,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Photography', 'Photography']"
Next-Gen AI Assistant for Everyone,"Track, analyze, and improve your health seamlessly.",Paul Hernandez,Education,1945635,4978812,Images/Next-Gen AI Assistant for Everyone_682.png,,True,True,2024-01-10,2024-09-25,2024-09-11,"Meet the AI assistant that’s smarter, faster, and more intuitive than ever. Our goal is to make AI accessible for every home, helping users stay productive and organized like never before.","['Film', 'Environment']"
Build the World’s Smartest Smartwatch,"Clean water on the go, for any adventure.",Angela Walters,Fashion,873572,6039228,Images/Build the World’s Smartest Smartwatch_683.png,,True,True,2024-08-22,2024-09-22,2024-09-07,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Travel', 'Sports']"
